date,year,month,department,account,amount
2025-05-01,2025,5,人事部,主营业务收入,4364770.35
2025-05-01,2025,5,人事部,销售成本,-2170640.45
2025-05-01,2025,5,人事部,市场费用,-1002944.35
2025-05-01,2025,5,人事部,研发支出,-1307999.22
2025-05-01,2025,5,人事部,运营支出,-570022.59
2025-05-01,2025,5,人事部,管理费用,-471334.67
2025-06-01,2025,6,销售部,主营业务收入,4435146.88
2025-06-01,2025,6,销售部,销售成本,-2173334.11
2025-06-01,2025,6,销售部,市场费用,-872879.65
2025-06-01,2025,6,销售部,研发支出,-1352016.79
2025-06-01,2025,6,销售部,运营支出,-600804.56
2025-06-01,2025,6,销售部,管理费用,-460819.47
2025-06-01,2025,6,市场部,主营业务收入,5318876.44
2025-06-01,2025,6,市场部,销售成本,-2137646.42
2025-06-01,2025,6,市场部,市场费用,-892386.21
2025-06-01,2025,6,市场部,研发支出,-1380799.16
2025-06-01,2025,6,市场部,运营支出,-559286.36
2025-06-01,2025,6,市场部,管理费用,-531289.09
2025-06-01,2025,6,研发部,主营业务收入,4823363.09
2025-06-01,2025,6,研发部,销售成本,-1924295.91
2025-06-01,2025,6,研发部,市场费用,-828881.74
2025-06-01,2025,6,研发部,研发支出,-1363886.67
2025-06-01,2025,6,研发部,运营支出,-626626.51
2025-06-01,2025,6,研发部,管理费用,-529772.1
2025-06-01,2025,6,运营部,主营业务收入,4711124.27
2025-06-01,2025,6,运营部,销售成本,-2374837.89
2025-06-01,2025,6,运营部,市场费用,-976940.32
2025-06-01,2025,6,运营部,研发支出,-1520042.75
2025-06-01,2025,6,运营部,运营支出,-576488.41
2025-06-01,2025,6,运营部,管理费用,-489914.48
2025-06-01,2025,6,人事部,主营业务收入,4810919.06
2025-06-01,2025,6,人事部,销售成本,-2118778.67
2025-06-01,2025,6,人事部,市场费用,-977576.49
2025-06-01,2025,6,人事部,研发支出,-1330777.53
2025-06-01,2025,6,人事部,运营支出,-537842.91
2025-06-01,2025,6,人事部,管理费用,-498603.11
2025-07-01,2025,7,销售部,主营业务收入,5171849.77
2025-07-01,2025,7,销售部,销售成本,-2254133.42
2025-07-01,2025,7,销售部,市场费用,-980091.53
2025-07-01,2025,7,销售部,研发支出,-1493390.49
2025-07-01,2025,7,销售部,运营支出,-618172.71
2025-07-01,2025,7,销售部,管理费用,-491357.06
2025-07-01,2025,7,市场部,主营业务收入,5164974.85
2025-07-01,2025,7,市场部,销售成本,-2306265.85
2025-07-01,2025,7,市场部,市场费用,-866003.27
2025-07-01,2025,7,市场部,研发支出,-1352428.41
2025-07-01,2025,7,市场部,运营支出,-597783.42
2025-07-01,2025,7,市场部,管理费用,-522473.81
2025-07-01,2025,7,研发部,主营业务收入,4472845.73
2025-07-01,2025,7,研发部,销售成本,-2214797.32
2025-07-01,2025,7,研发部,市场费用,-986661.63
2025-07-01,2025,7,研发部,研发支出,-1386183.99
2025-07-01,2025,7,研发部,运营支出,-611836.03
2025-07-01,2025,7,研发部,管理费用,-512249.12
2025-07-01,2025,7,运营部,主营业务收入,4964597.59
2025-07-01,2025,7,运营部,销售成本,-2208774.01
2025-07-01,2025,7,运营部,市场费用,-910836.19
2025-07-01,2025,7,运营部,研发支出,-1456929.98
2025-07-01,2025,7,运营部,运营支出,-492245.47
2025-07-01,2025,7,运营部,管理费用,-521515.61
2025-07-01,2025,7,人事部,主营业务收入,4916255.3
2025-07-01,2025,7,人事部,销售成本,-2367576.12
2025-07-01,2025,7,人事部,市场费用,-962316.35
2025-07-01,2025,7,人事部,研发支出,-1341916.88
2025-07-01,2025,7,人事部,运营支出,-604304.05
2025-07-01,2025,7,人事部,管理费用,-475510.51
2025-08-01,2025,8,销售部,主营业务收入,5076736.06
2025-08-01,2025,8,销售部,销售成本,-1929265.3
2025-08-01,2025,8,销售部,市场费用,-802116.91
2025-08-01,2025,8,销售部,研发支出,-1332770.07
2025-08-01,2025,8,销售部,运营支出,-531627.56
2025-08-01,2025,8,销售部,管理费用,-491874.26
2025-08-01,2025,8,市场部,主营业务收入,4630584.98
2025-08-01,2025,8,市场部,销售成本,-2291181.1
2025-08-01,2025,8,市场部,市场费用,-779451.65
2025-08-01,2025,8,市场部,研发支出,-1369978.45
2025-08-01,2025,8,市场部,运营支出,-610948.52
2025-08-01,2025,8,市场部,管理费用,-476713.14
2025-08-01,2025,8,研发部,主营业务收入,4279021.9
2025-08-01,2025,8,研发部,销售成本,-2277649.65
2025-08-01,2025,8,研发部,市场费用,-961903.48
2025-08-01,2025,8,研发部,研发支出,-1281160.36
2025-08-01,2025,8,研发部,运营支出,-581983.21
2025-08-01,2025,8,研发部,管理费用,-484646.11
2025-08-01,2025,8,运营部,主营业务收入,5267605.55
2025-08-01,2025,8,运营部,销售成本,-1992189.37
2025-08-01,2025,8,运营部,市场费用,-886882.37
2025-08-01,2025,8,运营部,研发支出,-1442562.43
2025-08-01,2025,8,运营部,运营支出,-594974.24
2025-08-01,2025,8,运营部,管理费用,-526763.59
2025-08-01,2025,8,人事部,主营业务收入,4184904.27
2025-08-01,2025,8,人事部,销售成本,-2058245.53
2025-08-01,2025,8,人事部,市场费用,-896813.13
2025-08-01,2025,8,人事部,研发支出,-1427363.43
2025-08-01,2025,8,人事部,运营支出,-600170.18
2025-08-01,2025,8,人事部,管理费用,-515294.11
2025-09-01,2025,9,销售部,主营业务收入,4654008.42
2025-09-01,2025,9,销售部,销售成本,-2055948.16
2025-09-01,2025,9,销售部,市场费用,-960648.29
2025-09-01,2025,9,销售部,研发支出,-1314299.47
2025-09-01,2025,9,销售部,运营支出,-559319.52
2025-09-01,2025,9,销售部,管理费用,-465788.53
2025-09-01,2025,9,市场部,主营业务收入,4802072.04
2025-09-01,2025,9,市场部,销售成本,-2191164.16
2025-09-01,2025,9,市场部,市场费用,-836241.07
2025-09-01,2025,9,市场部,研发支出,-1355554.35
2025-09-01,2025,9,市场部,运营支出,-585213.7
2025-09-01,2025,9,市场部,管理费用,-515843.31
2025-09-01,2025,9,研发部,主营业务收入,4758013.58
2025-09-01,2025,9,研发部,销售成本,-2231354.52
2025-09-01,2025,9,研发部,市场费用,-951852.52
2025-09-01,2025,9,研发部,研发支出,-1398798.21
2025-09-01,2025,9,研发部,运营支出,-608956.34
2025-09-01,2025,9,研发部,管理费用,-496438.25
2025-09-01,2025,9,运营部,主营业务收入,5169990.31
2025-09-01,2025,9,运营部,销售成本,-2258188.85
2025-09-01,2025,9,运营部,市场费用,-1054994.01
2025-09-01,2025,9,运营部,研发支出,-1471016.3
2025-09-01,2025,9,运营部,运营支出,-591658.11
2025-09-01,2025,9,运营部,管理费用,-495081.04
2025-09-01,2025,9,人事部,主营业务收入,4277534.92
2025-09-01,2025,9,人事部,销售成本,-2077912.66
2025-09-01,2025,9,人事部,市场费用,-994321.16
2025-09-01,2025,9,人事部,研发支出,-1453832.49
2025-09-01,2025,9,人事部,运营支出,-515141.03
2025-09-01,2025,9,人事部,管理费用,-532882.87
2025-10-01,2025,10,销售部,主营业务收入,5087584.03
2025-10-01,2025,10,销售部,销售成本,-2322968.01
2025-10-01,2025,10,销售部,市场费用,-957703.55
2025-10-01,2025,10,销售部,研发支出,-1428445.61
2025-10-01,2025,10,销售部,运营支出,-592220.97
2025-10-01,2025,10,销售部,管理费用,-484175.58
2025-10-01,2025,10,市场部,主营业务收入,5073636.07
2025-10-01,2025,10,市场部,销售成本,-2171170.09
2025-10-01,2025,10,市场部,市场费用,-637234.26
2025-10-01,2025,10,市场部,研发支出,-1434744.77
2025-10-01,2025,10,市场部,运营支出,-555747.63
2025-10-01,2025,10,市场部,管理费用,-503799.5
2025-10-01,2025,10,研发部,主营业务收入,5222987.93
2025-10-01,2025,10,研发部,销售成本,-2431250.64
2025-10-01,2025,10,研发部,市场费用,-971052.74
2025-10-01,2025,10,研发部,研发支出,-1473669.69
2025-10-01,2025,10,研发部,运营支出,-631286.29
2025-10-01,2025,10,研发部,管理费用,-520114.76
2025-10-01,2025,10,运营部,主营业务收入,5012013.84
2025-10-01,2025,10,运营部,销售成本,-2082519.83
2025-10-01,2025,10,运营部,市场费用,-825760.3
2025-10-01,2025,10,运营部,研发支出,-1456752.72
2025-10-01,2025,10,运营部,运营支出,-612864.97
2025-10-01,2025,10,运营部,管理费用,-503979.23
2025-10-01,2025,10,人事部,主营业务收入,4614755.37
2025-10-01,2025,10,人事部,销售成本,-2160608.14
2025-10-01,2025,10,人事部,市场费用,-1012493.14
2025-10-01,2025,10,人事部,研发支出,-1352464.83
2025-10-01,2025,10,人事部,运营支出,-600561.96
2025-10-01,2025,10,人事部,管理费用,-480294.56
2025-11-01,2025,11,销售部,主营业务收入,4307243.36
2025-11-01,2025,11,销售部,销售成本,-2211772.94
2025-11-01,2025,11,销售部,市场费用,-974534.54
2025-11-01,2025,11,销售部,研发支出,-1340501.52
2025-11-01,2025,11,销售部,运营支出,-570165.73
2025-11-01,2025,11,销售部,管理费用,-470403.16
2025-11-01,2025,11,市场部,主营业务收入,4787941.29
2025-11-01,2025,11,市场部,销售成本,-2146529.62
2025-11-01,2025,11,市场部,市场费用,-763805.03
2025-11-01,2025,11,市场部,研发支出,-1380179.0
2025-11-01,2025,11,市场部,运营支出,-643699.0
2025-11-01,2025,11,市场部,管理费用,-528976.1
2025-11-01,2025,11,研发部,主营业务收入,5094591.84
2025-11-01,2025,11,研发部,销售成本,-2090699.26
2025-11-01,2025,11,研发部,市场费用,-832706.45
2025-11-01,2025,11,研发部,研发支出,-1363734.82
2025-11-01,2025,11,研发部,运营支出,-640860.95
2025-11-01,2025,11,研发部,管理费用,-523447.8
2025-11-01,2025,11,运营部,主营业务收入,4750822.73
2025-11-01,2025,11,运营部,销售成本,-2323004.66
2025-11-01,2025,11,运营部,市场费用,-964673.6
2025-11-01,2025,11,运营部,研发支出,-1372998.73
2025-11-01,2025,11,运营部,运营支出,-585508.48
2025-11-01,2025,11,运营部,管理费用,-468290.32
2025-11-01,2025,11,人事部,主营业务收入,4714671.1
2025-11-01,2025,11,人事部,销售成本,-2132964.44
2025-11-01,2025,11,人事部,市场费用,-846199.05
2025-11-01,2025,11,人事部,研发支出,-1358763.04
2025-11-01,2025,11,人事部,运营支出,-662765.45
2025-11-01,2025,11,人事部,管理费用,-488426.14
2025-12-01,2025,12,销售部,主营业务收入,5199500.61
2025-12-01,2025,12,销售部,销售成本,-2206326.72
2025-12-01,2025,12,销售部,市场费用,-903151.49
2025-12-01,2025,12,销售部,研发支出,-1429209.28
2025-12-01,2025,12,销售部,运营支出,-499864.73
2025-12-01,2025,12,销售部,管理费用,-552038.58
2025-12-01,2025,12,市场部,主营业务收入,5022213.15
2025-12-01,2025,12,市场部,销售成本,-2222675.65
2025-12-01,2025,12,市场部,市场费用,-979884.8
2025-12-01,2025,12,市场部,研发支出,-1403059.74
2025-12-01,2025,12,市场部,运营支出,-574504.48
2025-12-01,2025,12,市场部,管理费用,-499415.42
2025-12-01,2025,12,研发部,主营业务收入,4629819.12
2025-12-01,2025,12,研发部,销售成本,-2101144.05
2025-12-01,2025,12,研发部,市场费用,-890938.45
2025-12-01,2025,12,研发部,研发支出,-1411908.72
2025-12-01,2025,12,研发部,运营支出,-614929.33
2025-12-01,2025,12,研发部,管理费用,-535261.82
2025-12-01,2025,12,运营部,主营业务收入,4661849.37
2025-12-01,2025,12,运营部,销售成本,-2122307.73
2025-12-01,2025,12,运营部,市场费用,-827455.19
2025-12-01,2025,12,运营部,研发支出,-1424764.12
2025-12-01,2025,12,运营部,运营支出,-661255.63
2025-12-01,2025,12,运营部,管理费用,-490227.33
2025-12-01,2025,12,人事部,主营业务收入,4589551.72
2025-12-01,2025,12,人事部,销售成本,-2295163.19
2025-12-01,2025,12,人事部,市场费用,-841722.12
2025-12-01,2025,12,人事部,研发支出,-1490728.29
2025-12-01,2025,12,人事部,运营支出,-596826.25
2025-12-01,2025,12,人事部,管理费用,-509392.37
