date,year,month,region,category,product,sales,quantity,profit,discount,unit_price,customer_segment
2024-07-01,2024,7,华东,食品饮料,咖啡豆,174231.36,1193,28275.95,0.2671,146.05,家庭
2024-07-01,2024,7,华东,食品饮料,气泡水,140920.16,1614,27847.95,0.0174,87.29,家庭
2024-07-01,2024,7,华东,美妆个护,护肤套装,395213.44,460,153485.63,0.0044,858.82,个人
2024-07-01,2024,7,华东,美妆个护,口红,135703.6,538,53412.09,0.0058,252.24,个人
2024-07-01,2024,7,华东,美妆个护,洗发水,76273.83,637,26367.58,0.1593,119.72,个人
2024-07-01,2024,7,华南,电子产品,智能手机,800680.18,175,106844.61,0.1392,4573.86,企业客户
2024-07-01,2024,7,华南,电子产品,笔记本电脑,885101.3,130,114126.08,0.2322,6824.63,企业客户
2024-07-01,2024,7,华南,电子产品,蓝牙耳机,319548.1,392,37939.26,0.2928,814.2,企业客户
2024-07-01,2024,7,华南,家居用品,智能台灯,199326.96,645,48198.66,0.0053,308.83,家庭
2024-07-01,2024,7,华南,家居用品,空气净化器,540277.93,471,110950.91,0.1554,1147.17,家庭
2024-07-01,2024,7,华南,家居用品,电饭煲,249409.19,489,49802.81,0.2541,510.05,家庭
2024-07-01,2024,7,华南,服装,男士夹克,390754.6,572,111987.14,0.1374,682.6,个人
2024-07-01,2024,7,华南,服装,女士连衣裙,311061.08,578,82001.07,0.2242,538.53,个人
2024-07-01,2024,7,华南,服装,运动鞋,426298.54,683,115026.92,0.2873,624.29,个人
2024-07-01,2024,7,华南,食品饮料,坚果礼盒,188070.71,931,34741.57,0.0587,202.03,家庭
2024-07-01,2024,7,华南,食品饮料,咖啡豆,147222.17,974,22593.62,0.2344,151.11,家庭
2024-07-01,2024,7,华南,食品饮料,气泡水,140730.72,1621,26979.12,0.1164,86.84,家庭
2024-07-01,2024,7,华南,美妆个护,护肤套装,339402.66,372,123056.85,0.1036,912.59,个人
2024-07-01,2024,7,华南,美妆个护,口红,137172.44,545,45376.33,0.2123,251.51,个人
2024-07-01,2024,7,华南,美妆个护,洗发水,80708.15,669,22862.78,0.2874,120.67,个人
2024-07-01,2024,7,华北,电子产品,智能手机,807986.65,175,119020.84,0.0229,4613.61,企业客户
2024-07-01,2024,7,华北,电子产品,笔记本电脑,807946.72,114,95897.77,0.1379,7112.82,企业客户
2024-07-01,2024,7,华北,电子产品,蓝牙耳机,219089.63,270,32036.35,0.015,810.75,企业客户
2024-07-01,2024,7,华北,家居用品,智能台灯,183675.76,604,39796.1,0.0726,304.16,家庭
2024-07-01,2024,7,华北,家居用品,空气净化器,580349.89,481,132827.17,0.0219,1205.86,家庭
2024-07-01,2024,7,华北,家居用品,电饭煲,214764.71,429,52332.63,0.057,500.29,家庭
2024-07-01,2024,7,华北,服装,男士夹克,305788.44,450,97088.12,0.1431,679.81,个人
2024-07-01,2024,7,华北,服装,女士连衣裙,290869.42,521,82032.18,0.1922,557.79,个人
2024-07-01,2024,7,华北,服装,运动鞋,416077.03,659,130469.63,0.1497,631.5,个人
2024-07-01,2024,7,华北,食品饮料,坚果礼盒,178856.36,878,31694.36,0.0686,203.63,家庭
2024-07-01,2024,7,华北,食品饮料,咖啡豆,148898.27,997,24014.99,0.2187,149.31,家庭
2024-07-01,2024,7,华北,食品饮料,气泡水,109465.54,1225,24022.22,0.0088,89.33,家庭
2024-07-01,2024,7,华北,美妆个护,护肤套装,268448.49,311,93982.05,0.1194,863.71,个人
2024-07-01,2024,7,华北,美妆个护,口红,96369.47,360,28623.42,0.2263,267.86,个人
2024-07-01,2024,7,华北,美妆个护,洗发水,67174.54,538,24150.64,0.1692,124.96,个人
2024-07-01,2024,7,西南,电子产品,智能手机,532231.6,122,75282.3,0.0721,4371.22,企业客户
2024-07-01,2024,7,西南,电子产品,笔记本电脑,698926.6,108,83701.13,0.2851,6485.79,企业客户
2024-07-01,2024,7,西南,电子产品,蓝牙耳机,243515.28,303,33984.33,0.174,802.5,企业客户
2024-07-01,2024,7,西南,家居用品,智能台灯,140720.97,450,25793.27,0.2682,312.7,家庭
2024-07-01,2024,7,西南,家居用品,空气净化器,410775.45,342,84354.34,0.1429,1199.56,家庭
2024-07-01,2024,7,西南,家居用品,电饭煲,163718.09,331,38357.48,0.0995,494.51,家庭
2024-07-01,2024,7,西南,服装,男士夹克,283709.73,403,84893.69,0.0213,704.18,个人
2024-07-01,2024,7,西南,服装,女士连衣裙,239929.63,423,78842.56,0.0997,567.11,个人
2024-07-01,2024,7,西南,服装,运动鞋,334861.35,535,90002.14,0.1964,625.95,个人
2024-07-01,2024,7,西南,食品饮料,坚果礼盒,148358.44,727,28643.89,0.0384,204.14,家庭
2024-07-01,2024,7,西南,食品饮料,咖啡豆,94023.06,648,17549.18,0.0164,145.11,家庭
2024-07-01,2024,7,西南,食品饮料,气泡水,105468.03,1181,16341.9,0.2226,89.32,家庭
2024-07-01,2024,7,西南,美妆个护,护肤套装,256220.06,293,100711.01,0.0909,873.51,个人
2024-07-01,2024,7,西南,美妆个护,口红,90475.17,333,33729.88,0.1113,271.39,个人
2024-07-01,2024,7,西南,美妆个护,洗发水,52094.39,445,17606.77,0.1983,117.09,个人
2024-07-01,2024,7,华中,电子产品,智能手机,519366.61,113,64963.37,0.2342,4576.74,企业客户
2024-07-01,2024,7,华中,电子产品,笔记本电脑,685683.01,106,105116.24,0.0127,6493.37,企业客户
2024-07-01,2024,7,华中,电子产品,蓝牙耳机,214451.4,268,24995.15,0.2277,800.8,企业客户
2024-07-01,2024,7,华中,家居用品,智能台灯,131788.05,442,29800.49,0.1527,298.35,家庭
2024-07-01,2024,7,华中,家居用品,空气净化器,416657.26,339,90137.08,0.2143,1229.38,家庭
2024-07-01,2024,7,华中,家居用品,电饭煲,170228.23,336,36643.45,0.2084,506.32,家庭
2024-07-01,2024,7,华中,服装,男士夹克,1071412.4991668074,1593,88963.78,0.0586,672.72,个人
2024-07-01,2024,7,华中,服装,女士连衣裙,196858.46,350,53877.97,0.2936,562.85,个人
2024-07-01,2024,7,华中,服装,运动鞋,308431.75,536,90397.41,0.2841,575.52,个人
2024-07-01,2024,7,华中,食品饮料,坚果礼盒,144628.57,705,28760.48,0.0489,205.09,家庭
2024-07-01,2024,7,华中,食品饮料,咖啡豆,108648.15,726,17292.04,0.2517,149.73,家庭
2024-07-01,2024,7,华中,食品饮料,气泡水,97572.55,1066,19233.79,0.0705,91.55,家庭
2024-07-01,2024,7,华中,美妆个护,护肤套装,229952.69,242,91066.54,0.0155,949.12,个人
2024-07-01,2024,7,华中,美妆个护,口红,88721.37,347,28833.52,0.2588,255.9,个人
2024-07-01,2024,7,华中,美妆个护,洗发水,47059.51,406,19228.74,0.0395,115.98,个人
2024-07-01,2024,7,东北,电子产品,智能手机,383461.54,84,47900.5,0.2614,4583.3,企业客户
2024-07-01,2024,7,东北,电子产品,笔记本电脑,537853.69,79,64853.45,0.1715,6814.23,企业客户
2024-07-01,2024,7,东北,电子产品,蓝牙耳机,140760.81,183,18644.88,0.0863,767.54,企业客户
2024-07-01,2024,7,东北,家居用品,智能台灯,93993.24,320,20443.61,0.2198,293.83,家庭
2024-07-01,2024,7,东北,家居用品,空气净化器,296045.12,260,58479.78,0.2351,1138.54,家庭
2024-07-01,2024,7,东北,家居用品,电饭煲,116961.72,230,30625.57,0.017,508.12,家庭
2024-07-01,2024,7,东北,服装,男士夹克,191023.36,262,59720.99,0.1925,730.42,个人
2024-07-01,2024,7,东北,服装,女士连衣裙,158934.57,292,42578.17,0.2253,545.14,个人
2024-07-01,2024,7,东北,服装,运动鞋,213725.01,345,71043.58,0.0829,619.1,个人
2024-07-01,2024,7,东北,食品饮料,坚果礼盒,109411.41,523,20146.15,0.0538,209.08,家庭
2024-07-01,2024,7,东北,食品饮料,咖啡豆,79353.87,544,11969.84,0.2114,145.82,家庭
2024-07-01,2024,7,东北,食品饮料,气泡水,62156.72,729,11434.61,0.0616,85.28,家庭
2024-07-01,2024,7,东北,美妆个护,护肤套装,164124.19,182,61753.87,0.0862,901.87,个人
2024-07-01,2024,7,东北,美妆个护,口红,62499.33,241,24763.25,0.0227,259.35,个人
2024-07-01,2024,7,东北,美妆个护,洗发水,43273.58,347,18343.28,0.0276,124.83,个人
2024-08-01,2024,8,华东,电子产品,智能手机,930984.96,200,144913.81,0.0045,4660.64,企业客户
2024-08-01,2024,8,华东,电子产品,笔记本电脑,1372878.41,208,165916.77,0.183,6612.83,企业客户
2024-08-01,2024,8,华东,电子产品,蓝牙耳机,399500.6,503,46937.78,0.284,794.84,企业客户
2024-08-01,2024,8,华东,家居用品,智能台灯,257810.64,830,58262.67,0.1763,310.53,家庭
2024-08-01,2024,8,华东,家居用品,空气净化器,693271.15,583,148746.18,0.1749,1188.22,家庭
2024-08-01,2024,8,华东,家居用品,电饭煲,263358.4,532,53559.09,0.2873,494.99,家庭
2024-08-01,2024,8,华东,服装,男士夹克,430010.06,631,109339.27,0.2931,681.85,个人
2024-08-01,2024,8,华东,服装,女士连衣裙,344205.26,611,98183.93,0.2245,563.63,个人
2024-08-01,2024,8,华东,服装,运动鞋,458135.59,739,121862.62,0.217,620.29,个人
2024-08-01,2024,8,华东,食品饮料,坚果礼盒,214340.75,1050,34196.23,0.184,204.14,家庭
2024-08-01,2024,8,华东,食品饮料,咖啡豆,158411.77,1045,30564.58,0.0598,151.62,家庭
2024-08-01,2024,8,华东,食品饮料,气泡水,146005.9,1657,27964.28,0.0041,88.14,家庭
2024-08-01,2024,8,华东,美妆个护,护肤套装,328522.86,347,124053.74,0.0188,946.04,个人
2024-08-01,2024,8,华东,美妆个护,口红,138390.24,528,45923.69,0.182,261.87,个人
2024-08-01,2024,8,华东,美妆个护,洗发水,94802.88,825,30127.09,0.2798,114.96,个人
2024-08-01,2024,8,华南,电子产品,智能手机,899720.9,195,119977.35,0.185,4619.78,企业客户
2024-08-01,2024,8,华南,电子产品,笔记本电脑,1015708.7,149,139049.63,0.1113,6831.38,企业客户
2024-08-01,2024,8,华南,电子产品,蓝牙耳机,333991.37,436,41911.5,0.1615,766.85,企业客户
2024-08-01,2024,8,华南,家居用品,智能台灯,220081.0,689,46232.83,0.2362,319.27,家庭
2024-08-01,2024,8,华南,家居用品,空气净化器,565479.23,448,128915.23,0.0745,1261.9,家庭
2024-08-01,2024,8,华南,家居用品,电饭煲,298929.01,607,55718.39,0.2809,492.81,家庭
2024-08-01,2024,8,华南,服装,男士夹克,300749.03,456,104841.49,0.0066,659.69,个人
2024-08-01,2024,8,华南,服装,女士连衣裙,296227.03,535,77830.15,0.2781,554.16,个人
2024-08-01,2024,8,华南,服装,运动鞋,392225.18,618,116004.8,0.1229,635.13,个人
2024-08-01,2024,8,华南,食品饮料,坚果礼盒,179759.39,884,34849.25,0.0211,203.26,家庭
2024-08-01,2024,8,华南,食品饮料,咖啡豆,128915.69,835,20907.23,0.2645,154.36,家庭
2024-08-01,2024,8,华南,食品饮料,气泡水,115816.69,1283,20784.71,0.0929,90.27,家庭
2024-08-01,2024,8,华南,美妆个护,护肤套装,261889.08,303,85124.03,0.1607,864.29,个人
2024-08-01,2024,8,华南,美妆个护,口红,125451.38,500,47745.33,0.0923,251.06,个人
2024-08-01,2024,8,华南,美妆个护,洗发水,69184.13,592,24036.01,0.1517,116.93,个人
2024-08-01,2024,8,华北,电子产品,智能手机,780422.62,171,128277.02,0.0582,4556.39,企业客户
2024-08-01,2024,8,华北,电子产品,笔记本电脑,1004403.87,145,122891.23,0.2514,6923.8,企业客户
2024-08-01,2024,8,华北,电子产品,蓝牙耳机,318669.41,411,43361.86,0.0481,776.29,企业客户
2024-08-01,2024,8,华北,家居用品,智能台灯,194826.87,655,39747.57,0.2082,297.34,家庭
2024-08-01,2024,8,华北,家居用品,空气净化器,563973.02,474,129243.36,0.1545,1189.88,家庭
2024-08-01,2024,8,华北,家居用品,电饭煲,231822.65,468,52452.58,0.1063,495.37,家庭
2024-08-01,2024,8,华北,服装,男士夹克,363925.78,522,122468.68,0.0736,696.93,个人
2024-08-01,2024,8,华北,服装,女士连衣裙,245642.16,420,85286.08,0.0703,584.46,个人
2024-08-01,2024,8,华北,服装,运动鞋,307030.17,480,84720.71,0.1623,640.2,个人
2024-08-01,2024,8,华北,食品饮料,坚果礼盒,173377.29,867,28865.12,0.0515,200.02,家庭
2024-08-01,2024,8,华北,食品饮料,咖啡豆,125468.01,830,22898.07,0.1598,151.13,家庭
2024-08-01,2024,8,华北,食品饮料,气泡水,95863.84,1078,17799.29,0.0352,88.9,家庭
2024-08-01,2024,8,华北,美妆个护,护肤套装,241677.55,270,90430.78,0.1176,896.43,个人
2024-08-01,2024,8,华北,美妆个护,口红,106524.27,410,36856.08,0.1523,259.61,个人
2024-08-01,2024,8,华北,美妆个护,洗发水,81682.59,704,26202.62,0.1885,116.05,个人
2024-08-01,2024,8,西南,电子产品,智能手机,698058.77,147,105923.78,0.003,4737.41,企业客户
2024-08-01,2024,8,西南,电子产品,笔记本电脑,823366.76,129,100424.57,0.253,6374.49,企业客户
2024-08-01,2024,8,西南,电子产品,蓝牙耳机,229123.43,288,26003.04,0.2375,795.13,企业客户
2024-08-01,2024,8,西南,家居用品,智能台灯,148644.4,500,33595.16,0.1163,297.52,家庭
2024-08-01,2024,8,西南,家居用品,空气净化器,478127.72,396,100835.53,0.1625,1207.61,家庭
2024-08-01,2024,8,西南,家居用品,电饭煲,208866.33,432,45633.65,0.13,483.83,家庭
2024-08-01,2024,8,西南,服装,男士夹克,244773.56,352,76014.28,0.1052,696.12,个人
2024-08-01,2024,8,西南,服装,女士连衣裙,208588.6,365,53688.12,0.2168,571.28,个人
2024-08-01,2024,8,西南,服装,运动鞋,322046.58,538,116154.53,0.0025,598.84,个人
2024-08-01,2024,8,西南,食品饮料,坚果礼盒,133707.89,663,21571.31,0.2413,201.61,家庭
2024-08-01,2024,8,西南,食品饮料,咖啡豆,116501.21,744,23452.81,0.0199,156.55,家庭
2024-08-01,2024,8,西南,食品饮料,气泡水,92890.34,1069,15589.39,0.2409,86.91,家庭
2024-08-01,2024,8,西南,美妆个护,护肤套装,224230.84,244,80524.71,0.2013,918.84,个人
2024-08-01,2024,8,西南,美妆个护,口红,86118.62,328,26436.71,0.2671,262.78,个人
2024-08-01,2024,8,西南,美妆个护,洗发水,58397.28,471,20729.37,0.2276,123.86,个人
2024-08-01,2024,8,华中,电子产品,智能手机,625097.84,139,83276.94,0.1897,4487.53,企业客户
2024-08-01,2024,8,华中,电子产品,笔记本电脑,679257.99,102,80794.67,0.2149,6666.97,企业客户
2024-08-01,2024,8,华中,电子产品,蓝牙耳机,199835.07,244,27313.66,0.0645,820.42,企业客户
2024-08-01,2024,8,华中,家居用品,智能台灯,147592.74,471,30936.96,0.1521,313.67,家庭
2024-08-01,2024,8,华中,家居用品,空气净化器,435609.11,353,92630.53,0.2389,1233.36,家庭
2024-08-01,2024,8,华中,家居用品,电饭煲,163597.43,322,38636.5,0.0792,508.3,家庭
2024-08-01,2024,8,华中,服装,男士夹克,220878.75,325,70463.9,0.0573,678.72,个人
2024-08-01,2024,8,华中,服装,女士连衣裙,217871.7,411,68132.16,0.1786,529.66,个人
2024-08-01,2024,8,华中,服装,运动鞋,293747.02,488,86666.47,0.2283,602.34,个人
2024-08-01,2024,8,华中,食品饮料,坚果礼盒,142585.18,748,26004.84,0.1297,190.61,家庭
2024-08-01,2024,8,华中,食品饮料,咖啡豆,98555.33,644,17943.42,0.0969,153.02,家庭
2024-08-01,2024,8,华中,食品饮料,气泡水,80826.67,890,12506.63,0.2988,90.85,家庭
2024-08-01,2024,8,华中,美妆个护,护肤套装,217964.57,234,79192.57,0.0202,931.36,个人
2024-08-01,2024,8,华中,美妆个护,口红,78577.51,304,24057.53,0.242,258.1,个人
2024-08-01,2024,8,华中,美妆个护,洗发水,53850.17,475,17370.84,0.2351,113.48,个人
2024-08-01,2024,8,东北,电子产品,智能手机,485443.72,104,63290.47,0.1963,4679.41,企业客户
2024-08-01,2024,8,东北,电子产品,笔记本电脑,581863.93,83,79595.35,0.169,6997.22,企业客户
2024-08-01,2024,8,东北,电子产品,蓝牙耳机,168530.85,211,21875.96,0.1761,800.57,企业客户
2024-08-01,2024,8,东北,家居用品,智能台灯,108948.73,379,24380.65,0.2122,287.81,家庭
2024-08-01,2024,8,东北,家居用品,空气净化器,299989.71,267,65435.62,0.1791,1124.4,家庭
2024-08-01,2024,8,东北,家居用品,电饭煲,141251.74,283,31626.36,0.1779,499.01,家庭
2024-08-01,2024,8,东北,服装,男士夹克,173302.49,237,48141.37,0.2024,731.11,个人
2024-08-01,2024,8,东北,服装,女士连衣裙,179017.34,339,52182.56,0.2091,528.36,个人
2024-08-01,2024,8,东北,服装,运动鞋,225632.77,346,80688.85,0.0469,651.34,个人
2024-08-01,2024,8,东北,食品饮料,坚果礼盒,100248.04,487,17073.72,0.1366,205.72,家庭
2024-08-01,2024,8,东北,食品饮料,咖啡豆,76136.86,495,15742.18,0.0509,153.84,家庭
2024-08-01,2024,8,东北,食品饮料,气泡水,64131.38,734,10096.86,0.2883,87.35,家庭
2024-08-01,2024,8,东北,美妆个护,护肤套装,196153.32,226,71748.91,0.1206,868.92,个人
2024-08-01,2024,8,东北,美妆个护,口红,64971.18,264,22122.47,0.175,246.44,个人
2024-08-01,2024,8,东北,美妆个护,洗发水,44122.19,373,17364.22,0.0156,118.37,个人
2024-09-01,2024,9,华东,电子产品,智能手机,1204879.79,265,137115.69,0.2643,4544.81,企业客户
2024-09-01,2024,9,华东,电子产品,笔记本电脑,1542713.08,232,226590.25,0.0634,6635.92,企业客户
2024-09-01,2024,9,华东,电子产品,蓝牙耳机,452034.8,560,49948.17,0.2992,806.93,企业客户
2024-09-01,2024,9,华东,家居用品,智能台灯,251811.36,844,54483.04,0.1395,298.23,家庭
2024-09-01,2024,9,华东,家居用品,空气净化器,689336.47,586,163072.73,0.0213,1176.25,家庭
2024-09-01,2024,9,华东,家居用品,电饭煲,283438.66,572,61337.64,0.1407,495.73,家庭
2024-09-01,2024,9,华东,服装,男士夹克,363902.26,548,96442.22,0.2919,664.25,个人
2024-09-01,2024,9,华东,服装,女士连衣裙,302720.65,568,80499.93,0.2395,532.81,个人
2024-09-01,2024,9,华东,服装,运动鞋,411964.56,638,132931.71,0.0769,645.47,个人
2024-09-01,2024,9,华东,食品饮料,坚果礼盒,172517.98,877,34996.62,0.0188,196.66,家庭
2024-09-01,2024,9,华东,食品饮料,咖啡豆,140350.61,993,21214.34,0.2594,141.37,家庭
2024-09-01,2024,9,华东,食品饮料,气泡水,121341.21,1336,20609.37,0.169,90.81,家庭
2024-09-01,2024,9,华东,美妆个护,护肤套装,372933.25,433,163406.92,0.0432,861.49,个人
2024-09-01,2024,9,华东,美妆个护,口红,156200.76,616,54942.78,0.1464,253.5,个人
2024-09-01,2024,9,华东,美妆个护,洗发水,101428.11,876,38916.9,0.0171,115.73,个人
2024-09-01,2024,9,华南,电子产品,智能手机,822883.85,179,111297.06,0.2175,4609.91,企业客户
2024-09-01,2024,9,华南,电子产品,笔记本电脑,1282827.45,182,181209.2,0.0942,7049.67,企业客户
2024-09-01,2024,9,华南,电子产品,蓝牙耳机,363261.66,443,40970.4,0.2968,820.28,企业客户
2024-09-01,2024,9,华南,家居用品,智能台灯,212396.3,786,40581.09,0.2225,270.08,家庭
2024-09-01,2024,9,华南,家居用品,空气净化器,526884.05,444,110227.67,0.2515,1186.81,家庭
2024-09-01,2024,9,华南,家居用品,电饭煲,220998.04,449,46954.1,0.1362,492.63,家庭
2024-09-01,2024,9,华南,服装,男士夹克,325210.18,443,118783.78,0.0589,734.15,个人
2024-09-01,2024,9,华南,服装,女士连衣裙,315321.1,612,103445.75,0.0689,515.4,个人
2024-09-01,2024,9,华南,服装,运动鞋,390399.71,651,116187.29,0.1985,599.59,个人
2024-09-01,2024,9,华南,食品饮料,坚果礼盒,154070.12,760,27974.33,0.0656,202.65,家庭
2024-09-01,2024,9,华南,食品饮料,咖啡豆,119385.94,791,21011.33,0.0857,150.99,家庭
2024-09-01,2024,9,华南,食品饮料,气泡水,114815.0,1271,20400.99,0.1102,90.31,家庭
2024-09-01,2024,9,华南,美妆个护,护肤套装,291917.86,320,90611.02,0.2535,913.06,个人
2024-09-01,2024,9,华南,美妆个护,口红,114188.43,444,44757.94,0.0655,257.19,个人
2024-09-01,2024,9,华南,美妆个护,洗发水,83977.06,675,32310.07,0.079,124.42,个人
2024-09-01,2024,9,华北,电子产品,智能手机,833987.72,189,113889.44,0.1375,4403.54,企业客户
2024-09-01,2024,9,华北,电子产品,笔记本电脑,1051592.51,158,132810.86,0.1458,6663.77,企业客户
2024-09-01,2024,9,华北,电子产品,蓝牙耳机,319763.48,381,42177.56,0.1404,838.18,企业客户
2024-09-01,2024,9,华北,家居用品,智能台灯,182365.49,617,37870.03,0.0463,295.5,家庭
2024-09-01,2024,9,华北,家居用品,空气净化器,497312.73,422,106551.38,0.2483,1178.42,家庭
2024-09-01,2024,9,华北,家居用品,电饭煲,202743.12,403,46183.07,0.1532,503.23,家庭
2024-09-01,2024,9,华北,服装,男士夹克,286387.16,408,118466.98,0.0151,701.18,个人
2024-09-01,2024,9,华北,服装,女士连衣裙,223318.56,403,68936.58,0.1315,554.74,个人
2024-09-01,2024,9,华北,服装,运动鞋,316379.12,507,102206.53,0.0712,624.63,个人
2024-09-01,2024,9,华北,食品饮料,坚果礼盒,130547.64,676,23841.71,0.0843,193.22,家庭
2024-09-01,2024,9,华北,食品饮料,咖啡豆,103645.04,684,18062.15,0.2252,151.46,家庭
2024-09-01,2024,9,华北,食品饮料,气泡水,87727.09,924,17114.89,0.0711,94.99,家庭
2024-09-01,2024,9,华北,美妆个护,护肤套装,268419.35,285,109195.38,0.0198,941.41,个人
2024-09-01,2024,9,华北,美妆个护,口红,110098.09,424,41156.9,0.0703,259.5,个人
2024-09-01,2024,9,华北,美妆个护,洗发水,70519.21,576,22166.11,0.28,122.5,个人
2024-09-01,2024,9,西南,电子产品,智能手机,659594.26,149,86427.4,0.2035,4438.5,企业客户
2024-09-01,2024,9,西南,电子产品,笔记本电脑,848020.03,121,124270.83,0.0845,7002.22,企业客户
2024-09-01,2024,9,西南,电子产品,蓝牙耳机,287653.33,362,35591.43,0.1868,794.49,企业客户
2024-09-01,2024,9,西南,家居用品,智能台灯,136933.8,463,30795.76,0.103,295.78,家庭
2024-09-01,2024,9,西南,家居用品,空气净化器,400529.42,346,79076.56,0.2786,1158.68,家庭
2024-09-01,2024,9,西南,家居用品,电饭煲,190415.33,359,38087.76,0.074,531.13,家庭
2024-09-01,2024,9,西南,服装,男士夹克,226951.15,310,66631.85,0.2254,731.94,个人
2024-09-01,2024,9,西南,服装,女士连衣裙,182904.77,335,62886.96,0.1207,545.54,个人
2024-09-01,2024,9,西南,服装,运动鞋,282729.27,464,79140.28,0.2073,608.68,个人
2024-09-01,2024,9,西南,食品饮料,坚果礼盒,114450.49,568,19443.62,0.129,201.38,家庭
2024-09-01,2024,9,西南,食品饮料,咖啡豆,103909.79,694,17496.08,0.0864,149.69,家庭
2024-09-01,2024,9,西南,食品饮料,气泡水,68863.82,762,14543.84,0.0493,90.33,家庭
2024-09-01,2024,9,西南,美妆个护,护肤套装,212733.66,243,70876.18,0.2707,877.15,个人
2024-09-01,2024,9,西南,美妆个护,口红,96587.1,351,31332.34,0.2463,274.89,个人
2024-09-01,2024,9,西南,美妆个护,洗发水,63359.92,544,18234.57,0.2695,116.54,个人
2024-09-01,2024,9,华中,电子产品,智能手机,696132.62,160,90383.4,0.1731,4361.21,企业客户
2024-09-01,2024,9,华中,电子产品,笔记本电脑,852587.89,123,105205.96,0.2942,6922.83,企业客户
2024-09-01,2024,9,华中,电子产品,蓝牙耳机,251408.23,332,32544.61,0.1597,758.14,企业客户
2024-09-01,2024,9,华中,家居用品,智能台灯,155243.54,531,27202.37,0.2815,292.26,家庭
2024-09-01,2024,9,华中,家居用品,空气净化器,401592.94,350,103900.92,0.068,1149.01,家庭
2024-09-01,2024,9,华中,家居用品,电饭煲,187302.56,380,42517.6,0.1733,492.93,家庭
2024-09-01,2024,9,华中,服装,男士夹克,218508.6,302,74681.69,0.1052,724.22,个人
2024-09-01,2024,9,华中,服装,女士连衣裙,178558.54,355,53199.48,0.0985,503.27,个人
2024-09-01,2024,9,华中,服装,运动鞋,244859.64,389,80012.62,0.1143,629.01,个人
2024-09-01,2024,9,华中,食品饮料,坚果礼盒,116632.16,590,19193.82,0.1154,197.67,家庭
2024-09-01,2024,9,华中,食品饮料,咖啡豆,87322.88,583,15578.72,0.1595,149.88,家庭
2024-09-01,2024,9,华中,食品饮料,气泡水,69788.1,799,12877.26,0.1223,87.35,家庭
2024-09-01,2024,9,华中,美妆个护,护肤套装,218822.14,244,74134.32,0.2144,896.36,个人
2024-09-01,2024,9,华中,美妆个护,口红,82193.45,315,32934.35,0.0349,261.22,个人
2024-09-01,2024,9,华中,美妆个护,洗发水,53376.42,476,19752.19,0.1064,112.13,个人
2024-09-01,2024,9,东北,电子产品,智能手机,575524.95,123,70525.7,0.2501,4661.63,企业客户
2024-09-01,2024,9,东北,电子产品,笔记本电脑,573730.15,87,80897.62,0.0318,6581.87,企业客户
2024-09-01,2024,9,东北,电子产品,蓝牙耳机,160675.04,200,19631.21,0.2027,804.91,企业客户
2024-09-01,2024,9,东北,家居用品,智能台灯,100551.45,348,23713.19,0.047,289.2,家庭
2024-09-01,2024,9,东北,家居用品,空气净化器,304218.77,251,55460.44,0.2638,1211.58,家庭
2024-09-01,2024,9,东北,家居用品,电饭煲,152243.57,301,29335.82,0.2874,505.3,家庭
2024-09-01,2024,9,东北,服装,男士夹克,161737.63,226,44409.37,0.2803,714.55,个人
2024-09-01,2024,9,东北,服装,女士连衣裙,125527.9,215,39065.85,0.2257,582.83,个人
2024-09-01,2024,9,东北,服装,运动鞋,195870.11,311,63888.88,0.1285,630.29,个人
2024-09-01,2024,9,东北,食品饮料,坚果礼盒,85937.84,433,14772.95,0.1621,198.61,家庭
2024-09-01,2024,9,东北,食品饮料,咖啡豆,70519.72,466,12701.78,0.1137,151.39,家庭
2024-09-01,2024,9,东北,食品饮料,气泡水,54337.79,592,10107.33,0.1542,91.82,家庭
2024-09-01,2024,9,东北,美妆个护,护肤套装,140286.67,154,51490.54,0.0976,911.33,个人
2024-09-01,2024,9,东北,美妆个护,口红,60822.76,225,21716.33,0.2013,270.5,个人
2024-09-01,2024,9,东北,美妆个护,洗发水,40409.29,326,16380.11,0.0798,123.85,个人
2024-10-01,2024,10,华东,电子产品,智能手机,1263109.23,277,149442.24,0.2816,4559.87,企业客户
2024-10-01,2024,10,华东,电子产品,笔记本电脑,1488415.96,232,216092.07,0.0668,6418.56,企业客户
2024-10-01,2024,10,华东,电子产品,蓝牙耳机,432615.4,518,61349.13,0.0513,835.91,企业客户
2024-10-01,2024,10,华东,家居用品,智能台灯,226619.63,773,44013.41,0.2694,293.2,家庭
2024-10-01,2024,10,华东,家居用品,空气净化器,714996.69,603,185971.96,0.0489,1186.55,家庭
2024-10-01,2024,10,华东,家居用品,电饭煲,271236.04,531,53302.26,0.2605,511.09,家庭
2024-10-01,2024,10,华东,服装,男士夹克,276296.04,397,102369.02,0.0086,696.17,个人
2024-10-01,2024,10,华东,服装,女士连衣裙,276624.09,504,78172.38,0.2362,549.38,个人
2024-10-01,2024,10,华东,服装,运动鞋,324166.0,552,93440.18,0.2921,587.75,个人
2024-10-01,2024,10,华东,食品饮料,坚果礼盒,179167.48,903,30436.16,0.2128,198.39,家庭
2024-10-01,2024,10,华东,食品饮料,咖啡豆,142407.41,916,25143.23,0.0152,155.45,家庭
2024-10-01,2024,10,华东,食品饮料,气泡水,110424.92,1254,17184.42,0.2417,88.08,家庭
