order_id,order_date,customer_id,region,category,product,quantity,unit_price,total_amount,payment_method,is_returned,review_score
ORD001026,2024-10-20,C00439,华东,电子产品,智能手机,2,5158.71,10317.42,支付宝,False,2.9
ORD001027,2024-02-02,C00497,华北,服装,女士连衣裙,4,514.48,2057.94,微信支付,False,5.0
ORD001028,2024-10-25,C00172,华东,服装,运动鞋,4,603.96,2415.84,微信支付,False,4.0
ORD001029,2025-02-18,C00550,东北,电子产品,智能手机,4,4242.07,16968.27,支付宝,False,3.6
ORD001030,2025-09-15,C00361,华北,电子产品,蓝牙耳机,2,815.04,1630.07,支付宝,True,4.1
ORD001031,2025-07-02,C00236,华中,服装,男士夹克,2,769.47,1538.94,支付宝,False,4.7
ORD001032,2025-03-06,C00433,华南,家居用品,电饭煲,4,492.58,1970.33,银行卡,False,5.0
ORD001033,2025-05-09,C00016,西南,电子产品,笔记本电脑,3,7660.59,22981.77,支付宝,False,4.1
ORD001034,2024-04-09,C00496,华中,电子产品,智能手机,3,4662.93,13988.8,微信支付,False,3.1
ORD001035,2024-01-23,C00586,西南,食品饮料,气泡水,3,91.47,274.42,微信支付,False,3.3
ORD001036,2025-02-23,C00211,华东,美妆个护,洗发水,3,131.61,394.83,银行卡,False,4.5
ORD001037,2025-02-27,C00327,华东,食品饮料,坚果礼盒,4,185.07,740.29,微信支付,True,5.0
ORD001038,2025-05-01,C00247,华东,家居用品,智能台灯,1,328.03,328.03,支付宝,True,5.0
ORD001039,2025-12-30,C00549,华东,服装,女士连衣裙,1,528.41,528.41,银行卡,False,4.4
ORD001040,2024-03-29,C00503,西南,电子产品,智能手机,3,4365.91,13097.74,微信支付,False,5.0
ORD001041,2024-07-27,C00567,华北,电子产品,蓝牙耳机,2,839.89,1679.78,微信支付,True,5.0
ORD001042,2024-09-27,C00167,华北,食品饮料,咖啡豆,3,168.82,506.47,支付宝,False,5.0
ORD001043,2025-02-09,C00441,华东,食品饮料,坚果礼盒,3,208.92,626.76,支付宝,False,5.0
ORD001044,2025-12-21,C00353,华东,食品饮料,气泡水,1,95.6,95.6,微信支付,False,3.7
ORD001045,2024-10-04,C00099,华东,家居用品,智能台灯,2,328.24,656.49,银行卡,False,5.0
ORD001046,2024-07-24,C00118,华南,食品饮料,气泡水,1,86.83,86.83,微信支付,False,4.7
ORD001047,2025-08-12,C00569,西南,美妆个护,洗发水,2,132.82,265.63,银行卡,False,4.8
ORD001048,2024-11-23,C00353,华东,家居用品,空气净化器,4,1205.39,4821.55,微信支付,False,5.0
ORD001049,2025-09-01,C00574,西南,电子产品,笔记本电脑,1,6418.61,6418.61,支付宝,False,4.6
ORD001050,2024-12-01,C00501,华南,家居用品,智能台灯,4,296.26,1185.04,微信支付,True,4.2
ORD001051,2025-08-28,C00039,华中,电子产品,笔记本电脑,4,6538.42,26153.69,微信支付,False,3.4
ORD001052,2025-08-14,C00330,华东,美妆个护,护肤套装,3,861.46,2584.38,微信支付,False,4.1
ORD001053,2024-02-07,C00323,华南,家居用品,空气净化器,2,1164.77,2329.54,银行卡,False,4.5
ORD001054,2024-08-15,C00498,华东,服装,女士连衣裙,1,519.88,519.88,支付宝,True,4.5
ORD001055,2025-04-27,C00029,华南,服装,男士夹克,3,746.85,2240.54,支付宝,False,4.5
ORD001056,2024-05-13,C00543,华北,服装,女士连衣裙,1,574.75,574.75,银行卡,False,5.0
ORD001057,2025-12-08,C00316,西南,电子产品,笔记本电脑,4,7222.35,28889.4,支付宝,False,5.0
ORD001058,2025-01-24,C00551,华东,美妆个护,口红,1,256.34,256.34,微信支付,False,4.3
ORD001059,2025-09-04,C00513,华东,电子产品,笔记本电脑,1,7428.55,7428.55,银行卡,False,3.6
ORD001060,2025-02-28,C00568,华北,食品饮料,坚果礼盒,3,186.48,559.44,支付宝,False,4.6
ORD001061,2025-08-09,C00467,华南,食品饮料,气泡水,2,93.85,187.7,银行卡,True,5.0
ORD001062,2025-05-24,C00199,华南,电子产品,智能手机,1,4359.88,4359.88,支付宝,False,4.6
ORD001063,2025-12-20,C00182,华中,美妆个护,护肤套装,4,928.71,3714.85,微信支付,False,4.1
ORD001064,2025-08-17,C00130,华南,服装,男士夹克,4,686.64,2746.55,支付宝,False,4.7
ORD001065,2025-03-02,C00131,华北,服装,女士连衣裙,3,603.7,1811.09,微信支付,False,4.8
ORD001066,2025-10-16,C00005,华北,服装,女士连衣裙,4,617.55,2470.2,微信支付,False,4.8
ORD001067,2025-04-18,C00167,西南,服装,运动鞋,1,673.1,673.1,微信支付,False,5.0
ORD001068,2025-07-21,C00385,华北,电子产品,笔记本电脑,2,6418.49,12836.98,微信支付,False,4.6
ORD001069,2024-12-26,C00555,华东,食品饮料,气泡水,1,87.18,87.18,银行卡,False,5.0
ORD001070,2024-07-29,C00092,华南,服装,运动鞋,3,700.5,2101.5,微信支付,True,4.5
ORD001071,2024-06-27,C00187,东北,电子产品,笔记本电脑,4,6863.27,27453.1,货到付款,False,5.0
ORD001072,2024-02-27,C00590,华东,食品饮料,气泡水,1,102.18,102.18,微信支付,False,5.0
ORD001073,2024-03-13,C00465,华北,食品饮料,坚果礼盒,1,199.62,199.62,微信支付,False,5.0
ORD001074,2024-08-02,C00558,华中,服装,男士夹克,4,796.56,3186.24,支付宝,False,4.9
ORD001075,2024-03-13,C00519,华北,电子产品,智能手机,2,5091.46,10182.91,货到付款,False,5.0
ORD001076,2025-04-11,C00115,华南,家居用品,电饭煲,2,532.57,1065.13,支付宝,False,5.0
ORD001077,2024-09-27,C00263,华东,电子产品,蓝牙耳机,2,721.77,1443.53,支付宝,False,3.6
ORD001078,2025-05-13,C00344,华南,家居用品,智能台灯,4,300.03,1200.1,支付宝,False,4.5
ORD001079,2024-12-19,C00239,华东,美妆个护,口红,1,293.23,293.23,支付宝,False,4.1
ORD001080,2024-08-21,C00309,东北,电子产品,智能手机,3,5045.75,15137.25,银行卡,False,5.0
ORD001081,2024-11-14,C00016,西南,电子产品,笔记本电脑,1,6438.56,6438.56,支付宝,False,5.0
ORD001082,2024-01-19,C00062,西南,食品饮料,咖啡豆,4,149.97,599.88,银行卡,False,5.0
ORD001083,2025-09-16,C00321,华南,电子产品,蓝牙耳机,4,887.1,3548.41,微信支付,True,3.7
ORD001084,2025-07-28,C00368,华东,电子产品,蓝牙耳机,1,835.58,835.58,银行卡,False,5.0
ORD001085,2025-01-06,C00435,华东,服装,女士连衣裙,4,611.5,2446.01,微信支付,False,3.2
ORD001086,2024-07-02,C00292,华东,食品饮料,咖啡豆,1,166.0,166.0,支付宝,False,3.0
ORD001087,2024-10-03,C00163,华南,食品饮料,咖啡豆,1,169.03,169.03,微信支付,False,4.0
ORD001088,2025-11-04,C00241,华南,食品饮料,气泡水,2,83.64,167.27,微信支付,False,5.0
ORD001089,2024-05-24,C00325,华南,家居用品,智能台灯,4,280.89,1123.56,支付宝,False,3.5
ORD001090,2025-10-19,C00375,华南,美妆个护,口红,4,239.38,957.53,支付宝,False,4.3
ORD001091,2024-03-21,C00129,东北,电子产品,蓝牙耳机,2,907.05,1814.11,支付宝,False,5.0
ORD001092,2024-11-17,C00123,华东,家居用品,智能台灯,2,305.64,611.27,支付宝,False,5.0
ORD001093,2025-03-10,C00464,华北,家居用品,电饭煲,2,458.04,916.08,微信支付,False,5.0
ORD001094,2024-02-12,C00527,华东,电子产品,智能手机,3,4411.72,13235.16,支付宝,True,4.3
ORD001095,2024-11-08,C00229,华南,家居用品,电饭煲,4,493.93,1975.71,微信支付,False,3.9
ORD001096,2024-10-19,C00144,华东,服装,男士夹克,1,771.67,771.67,货到付款,True,3.4
ORD001097,2025-11-18,C00176,华北,服装,女士连衣裙,1,596.13,596.13,支付宝,False,4.0
ORD001098,2024-03-09,C00053,华东,家居用品,电饭煲,1,536.17,536.17,微信支付,False,3.4
ORD001099,2024-02-25,C00335,华东,食品饮料,坚果礼盒,4,181.09,724.37,支付宝,True,2.9
ORD001100,2025-09-22,C00553,西南,食品饮料,坚果礼盒,3,225.53,676.6,支付宝,False,5.0
ORD001101,2024-07-22,C00293,华东,家居用品,智能台灯,4,286.17,1144.67,微信支付,False,4.3
ORD001102,2025-02-23,C00240,华南,家居用品,空气净化器,4,1268.72,5074.87,支付宝,False,5.0
ORD001103,2025-07-20,C00443,华南,家居用品,电饭煲,4,457.73,1830.91,支付宝,False,3.6
ORD001104,2025-07-03,C00136,华南,电子产品,智能手机,4,4141.72,16566.87,支付宝,False,4.0
ORD001105,2024-08-30,C00071,西南,食品饮料,咖啡豆,4,135.36,541.44,银行卡,False,3.7
ORD001106,2024-07-19,C00008,华北,电子产品,笔记本电脑,3,7082.08,21246.23,微信支付,False,3.8
ORD001107,2025-04-18,C00433,华东,电子产品,笔记本电脑,2,7189.95,14379.89,货到付款,False,5.0
ORD001108,2025-06-10,C00336,华东,电子产品,笔记本电脑,1,6205.79,6205.79,银行卡,False,4.8
ORD001109,2025-10-17,C00419,西南,食品饮料,咖啡豆,4,145.89,583.57,支付宝,False,5.0
ORD001110,2024-03-17,C00301,华南,电子产品,笔记本电脑,4,7567.47,30269.89,支付宝,False,5.0
ORD001111,2025-04-22,C00237,华中,服装,女士连衣裙,4,508.93,2035.72,支付宝,False,5.0
ORD001112,2025-03-15,C00588,华南,电子产品,蓝牙耳机,1,763.31,763.31,微信支付,False,3.5
ORD001113,2024-09-19,C00506,西南,食品饮料,气泡水,3,90.55,271.65,微信支付,False,3.9
ORD001114,2024-07-03,C00399,东北,美妆个护,口红,1,288.75,288.75,支付宝,False,4.4
ORD001115,2024-02-24,C00323,华北,服装,男士夹克,3,674.6,2023.8,支付宝,False,5.0
ORD001116,2024-11-03,C00002,华南,食品饮料,坚果礼盒,2,229.86,459.71,支付宝,False,4.9
ORD001117,2025-05-30,C00185,华北,食品饮料,坚果礼盒,4,197.76,791.05,银行卡,False,4.4
ORD001118,2024-10-25,C00016,华北,食品饮料,咖啡豆,3,149.49,448.48,银行卡,False,4.8
ORD001119,2025-07-05,C00279,华北,食品饮料,坚果礼盒,1,186.11,186.11,支付宝,False,3.8
ORD001120,2024-08-17,C00351,华东,电子产品,蓝牙耳机,3,856.04,2568.12,支付宝,False,4.5
ORD001121,2025-01-11,C00370,西南,服装,运动鞋,3,595.74,1787.21,支付宝,False,5.0
ORD001122,2024-10-12,C00553,华东,美妆个护,洗发水,2,126.87,253.73,银行卡,False,4.3
ORD001123,2024-05-17,C00378,华东,家居用品,电饭煲,4,477.89,1911.58,货到付款,False,3.7
ORD001124,2025-04-22,C00055,华北,美妆个护,口红,4,259.21,1036.85,支付宝,False,4.2
ORD001125,2025-09-06,C00208,华东,服装,运动鞋,1,690.78,690.78,支付宝,False,4.0
ORD001126,2024-01-07,C00132,西南,家居用品,智能台灯,1,325.42,325.42,支付宝,False,3.2
ORD001127,2025-11-06,C00366,华中,服装,男士夹克,2,657.05,1314.11,微信支付,False,3.8
ORD001128,2025-02-22,C00356,东北,食品饮料,气泡水,3,94.67,284.02,微信支付,False,3.2
ORD001129,2025-04-16,C00178,华北,家居用品,电饭煲,3,528.58,1585.74,微信支付,True,3.3
ORD001130,2025-02-23,C00242,华南,电子产品,蓝牙耳机,1,738.11,738.11,货到付款,False,3.4
ORD001131,2024-10-02,C00284,华南,食品饮料,坚果礼盒,4,203.29,813.16,支付宝,False,5.0
ORD001132,2025-07-14,C00437,华南,美妆个护,护肤套装,3,868.65,2605.95,微信支付,False,5.0
ORD001133,2025-08-30,C00525,华东,服装,运动鞋,2,630.41,1260.81,支付宝,False,3.1
ORD001134,2025-07-24,C00071,华南,电子产品,智能手机,1,4924.2,4924.2,支付宝,False,5.0
ORD001135,2025-11-19,C00054,西南,电子产品,智能手机,3,4228.04,12684.13,微信支付,False,3.4
ORD001136,2024-03-30,C00013,华东,美妆个护,口红,4,242.01,968.06,银行卡,False,4.9
ORD001137,2024-10-08,C00376,华东,电子产品,蓝牙耳机,4,773.86,3095.45,微信支付,False,4.5
ORD001138,2025-07-01,C00571,西南,服装,运动鞋,2,705.6,1411.21,微信支付,False,4.8
ORD001139,2024-06-19,C00260,华东,电子产品,笔记本电脑,2,7391.3,14782.6,微信支付,False,3.4
ORD001140,2025-09-29,C00080,华东,家居用品,空气净化器,1,1085.84,1085.84,支付宝,False,2.9
ORD001141,2024-12-20,C00476,华东,家居用品,智能台灯,1,300.08,300.08,微信支付,False,3.7
ORD001142,2024-07-22,C00060,西南,电子产品,笔记本电脑,4,6557.58,26230.31,微信支付,False,4.6
ORD001143,2024-10-15,C00047,华北,食品饮料,气泡水,4,95.36,381.43,微信支付,False,5.0
ORD001144,2025-04-06,C00490,西南,家居用品,电饭煲,3,507.41,1522.23,微信支付,False,3.5
ORD001145,2025-08-31,C00036,华东,家居用品,电饭煲,3,570.56,1711.69,微信支付,False,4.2
ORD001146,2024-06-21,C00531,西南,家居用品,智能台灯,3,286.42,859.27,银行卡,False,3.7
ORD001147,2024-10-27,C00256,华北,美妆个护,护肤套装,2,942.27,1884.54,支付宝,False,4.3
ORD001148,2025-08-22,C00286,华南,服装,运动鞋,2,666.53,1333.07,银行卡,False,2.8
ORD001149,2025-06-12,C00367,华南,电子产品,蓝牙耳机,3,885.11,2655.34,银行卡,False,5.0
ORD001150,2024-05-19,C00553,华北,电子产品,智能手机,4,4507.84,18031.37,支付宝,False,4.3
ORD001151,2024-10-04,C00228,华南,服装,男士夹克,1,750.21,750.21,微信支付,False,5.0
ORD001152,2025-10-24,C00171,华北,美妆个护,口红,2,253.71,507.42,支付宝,False,4.1
ORD001153,2025-05-25,C00497,华东,家居用品,智能台灯,2,302.66,605.32,支付宝,False,4.5
ORD001154,2024-12-11,C00245,华北,电子产品,智能手机,3,5057.58,15172.74,微信支付,False,5.0
ORD001155,2024-05-19,C00393,华南,食品饮料,气泡水,1,102.37,102.37,银行卡,False,4.4
ORD001156,2024-04-23,C00524,华南,服装,运动鞋,2,669.42,1338.83,支付宝,True,4.4
ORD001157,2025-08-02,C00298,华南,服装,运动鞋,1,616.02,616.02,银行卡,False,3.7
ORD001158,2025-05-21,C00457,华中,电子产品,笔记本电脑,2,7514.1,15028.2,微信支付,False,3.9
ORD001159,2024-12-31,C00437,西南,电子产品,智能手机,1,4079.1,4079.1,银行卡,False,3.5
ORD001160,2025-11-21,C00346,华北,家居用品,空气净化器,1,1110.82,1110.82,银行卡,False,3.7
ORD001161,2025-09-28,C00478,西南,电子产品,智能手机,2,4794.05,9588.09,银行卡,True,5.0
ORD001162,2025-01-31,C00185,华东,美妆个护,护肤套装,1,875.53,875.53,微信支付,False,5.0
ORD001163,2025-10-20,C00272,西南,电子产品,蓝牙耳机,4,910.28,3641.11,银行卡,False,3.3
ORD001164,2024-04-20,C00461,华南,服装,男士夹克,2,706.31,1412.62,支付宝,False,4.6
ORD001165,2024-12-23,C00099,华南,服装,女士连衣裙,2,554.04,1108.08,支付宝,False,4.0
ORD001166,2024-08-25,C00434,华东,家居用品,电饭煲,4,534.76,2139.04,支付宝,False,5.0
ORD001167,2024-01-03,C00473,华东,美妆个护,口红,1,283.89,283.89,微信支付,False,4.4
ORD001168,2025-12-23,C00269,华东,服装,女士连衣裙,4,560.39,2241.56,支付宝,False,4.3
ORD001169,2025-02-07,C00572,华东,美妆个护,洗发水,2,114.42,228.84,支付宝,False,3.7
ORD001170,2024-01-25,C00396,华东,电子产品,智能手机,4,4919.97,19679.89,银行卡,False,3.1
ORD001171,2025-05-23,C00408,西南,电子产品,笔记本电脑,1,6664.6,6664.6,微信支付,False,4.9
ORD001172,2025-11-26,C00387,华东,电子产品,智能手机,4,4247.0,16988.0,银行卡,False,4.6
ORD001173,2025-04-09,C00534,华南,电子产品,蓝牙耳机,2,846.33,1692.66,支付宝,False,4.6
ORD001174,2024-03-01,C00341,华中,家居用品,智能台灯,1,276.78,276.78,支付宝,False,3.8
ORD001175,2025-05-22,C00539,华东,食品饮料,坚果礼盒,2,228.57,457.14,支付宝,False,4.2
ORD001176,2024-05-02,C00214,华中,家居用品,电饭煲,2,529.05,1058.1,支付宝,False,4.9
ORD001177,2025-05-11,C00397,华北,美妆个护,护肤套装,3,1031.83,3095.48,支付宝,False,5.0
ORD001178,2024-02-24,C00044,华南,家居用品,空气净化器,2,1181.67,2363.34,支付宝,False,3.4
ORD001179,2024-06-11,C00592,华东,服装,女士连衣裙,2,628.54,1257.08,支付宝,False,3.8
ORD001180,2025-11-29,C00366,华东,电子产品,笔记本电脑,1,6367.46,6367.46,微信支付,False,3.2
ORD001181,2024-02-08,C00174,华南,电子产品,智能手机,1,4095.78,4095.78,支付宝,True,4.5
ORD001182,2025-11-27,C00273,华东,食品饮料,咖啡豆,1,136.24,136.24,支付宝,False,5.0
ORD001183,2024-03-23,C00550,华东,电子产品,智能手机,4,4572.98,18291.92,微信支付,False,4.1
ORD001184,2025-12-07,C00571,华东,食品饮料,坚果礼盒,4,184.15,736.6,微信支付,True,3.8
ORD001185,2025-06-29,C00490,华北,服装,男士夹克,1,719.63,719.63,银行卡,False,4.0
ORD001186,2024-04-22,C00182,华东,食品饮料,坚果礼盒,4,196.38,785.5,微信支付,False,5.0
ORD001187,2025-02-28,C00096,西南,食品饮料,气泡水,3,88.55,265.65,货到付款,False,5.0
ORD001188,2024-08-17,C00071,华东,家居用品,空气净化器,4,1270.68,5082.73,银行卡,False,4.9
ORD001189,2024-10-09,C00311,西南,服装,女士连衣裙,3,517.43,1552.28,微信支付,False,4.6
ORD001190,2024-10-13,C00327,华东,电子产品,智能手机,1,4912.37,4912.37,微信支付,False,4.3
ORD001191,2024-06-03,C00347,西南,家居用品,电饭煲,1,522.75,522.75,支付宝,False,3.6
ORD001192,2024-06-13,C00166,华南,电子产品,智能手机,4,5079.31,20317.25,微信支付,False,3.5
ORD001193,2024-06-30,C00216,华北,家居用品,空气净化器,1,1189.45,1189.45,微信支付,False,3.8
ORD001194,2024-08-26,C00344,华东,电子产品,笔记本电脑,1,7790.62,7790.62,银行卡,False,3.5
ORD001195,2025-10-10,C00061,华南,美妆个护,洗发水,2,125.27,250.55,微信支付,False,3.8
ORD001196,2024-12-04,C00186,华东,服装,男士夹克,1,800.35,800.35,货到付款,True,4.2
ORD001197,2025-05-26,C00364,华南,美妆个护,洗发水,2,108.81,217.62,银行卡,False,4.3
ORD001198,2024-09-22,C00182,华东,电子产品,智能手机,1,4868.97,4868.97,货到付款,False,3.8
ORD001199,2024-07-05,C00034,华南,服装,运动鞋,3,684.58,2053.73,支付宝,True,4.7
ORD001200,2024-02-09,C00405,华东,家居用品,空气净化器,3,1095.95,3287.86,支付宝,True,4.1
ORD001201,2025-05-07,C00557,华东,家居用品,电饭煲,1,522.37,522.37,微信支付,False,4.5
ORD001202,2025-11-09,C00138,华北,食品饮料,咖啡豆,3,165.07,495.22,微信支付,False,3.7
ORD001203,2025-01-25,C00028,东北,美妆个护,口红,3,270.47,811.4,支付宝,False,4.9
ORD001204,2024-09-16,C00106,华南,电子产品,智能手机,3,4121.79,12365.37,微信支付,False,3.9
ORD001205,2025-10-16,C00157,西南,美妆个护,洗发水,4,128.8,515.21,微信支付,False,5.0
ORD001206,2025-12-16,C00107,华北,服装,运动鞋,3,567.39,1702.18,支付宝,True,4.1
ORD001207,2024-06-24,C00233,华南,美妆个护,洗发水,2,132.52,265.05,微信支付,False,4.2
ORD001208,2024-11-24,C00196,华东,服装,运动鞋,4,564.67,2258.68,银行卡,False,4.8
ORD001209,2024-07-18,C00202,华东,美妆个护,护肤套装,2,840.91,1681.83,微信支付,False,4.9
ORD001210,2025-12-11,C00109,华中,美妆个护,护肤套装,2,871.9,1743.8,微信支付,False,5.0
ORD001211,2024-07-14,C00543,华南,电子产品,智能手机,2,4762.54,9525.07,支付宝,False,5.0
ORD001212,2025-08-11,C00041,华北,家居用品,空气净化器,4,1372.91,5491.63,微信支付,False,4.8
ORD001213,2025-06-14,C00064,华北,电子产品,笔记本电脑,1,6320.3,6320.3,银行卡,False,4.2
ORD001214,2024-03-02,C00415,华南,服装,女士连衣裙,3,514.62,1543.87,微信支付,False,3.9
ORD001215,2024-11-22,C00372,华南,食品饮料,坚果礼盒,3,198.44,595.33,支付宝,False,4.2
ORD001216,2024-10-07,C00364,华北,食品饮料,咖啡豆,1,166.36,166.36,微信支付,True,5.0
ORD001217,2024-08-14,C00236,华东,食品饮料,气泡水,1,91.51,91.51,银行卡,False,3.2
ORD001218,2025-09-30,C00471,华南,家居用品,空气净化器,2,1176.48,2352.97,支付宝,False,3.6
ORD001219,2024-02-27,C00500,华南,电子产品,智能手机,4,4681.35,18725.42,支付宝,False,4.1
ORD001220,2025-04-21,C00423,东北,电子产品,智能手机,2,4343.09,8686.18,支付宝,False,3.6
ORD001221,2025-01-10,C00579,华南,食品饮料,坚果礼盒,3,200.06,600.17,微信支付,True,4.0
ORD001222,2025-12-16,C00188,华北,电子产品,智能手机,1,4424.18,4424.18,微信支付,False,5.0
ORD001223,2024-08-30,C00540,华东,电子产品,蓝牙耳机,3,880.83,2642.48,银行卡,False,4.1
ORD001224,2025-01-01,C00403,华东,家居用品,空气净化器,1,1357.28,1357.28,支付宝,False,4.6
ORD001225,2025-05-14,C00494,华中,电子产品,笔记本电脑,4,7411.27,29645.09,微信支付,False,3.0
ORD001226,2024-09-08,C00234,西南,电子产品,智能手机,2,4543.97,9087.94,银行卡,False,3.4
ORD001227,2024-11-17,C00492,华南,电子产品,笔记本电脑,3,6977.37,20932.11,支付宝,False,5.0
ORD001228,2025-01-10,C00531,华北,美妆个护,洗发水,4,111.75,447.01,微信支付,False,5.0
ORD001229,2025-02-12,C00312,华东,电子产品,智能手机,3,4890.22,14670.67,微信支付,False,4.5
ORD001230,2025-12-11,C00113,西南,食品饮料,咖啡豆,1,157.37,157.37,支付宝,False,4.1
ORD001231,2025-05-02,C00501,华东,电子产品,笔记本电脑,3,7654.15,22962.44,支付宝,False,4.7
ORD001232,2024-12-08,C00344,西南,食品饮料,咖啡豆,4,142.52,570.09,微信支付,False,2.2
ORD001233,2024-08-27,C00358,华北,服装,女士连衣裙,4,599.46,2397.85,支付宝,False,4.5
ORD001234,2024-05-18,C00126,华东,食品饮料,坚果礼盒,2,214.23,428.47,支付宝,False,3.5
ORD001235,2024-05-01,C00082,华中,食品饮料,坚果礼盒,3,193.29,579.88,货到付款,False,4.9
ORD001236,2025-02-23,C00252,东北,服装,运动鞋,1,661.44,661.44,微信支付,False,2.5
ORD001237,2025-07-14,C00553,华东,美妆个护,护肤套装,3,1017.98,3053.95,银行卡,False,3.8
ORD001238,2024-10-30,C00382,西南,服装,女士连衣裙,2,621.28,1242.57,支付宝,False,4.3
ORD001239,2024-04-24,C00099,西南,食品饮料,咖啡豆,1,161.99,161.99,银行卡,False,3.7
ORD001240,2024-12-08,C00452,西南,家居用品,空气净化器,1,1094.42,1094.42,微信支付,False,4.0
ORD001241,2024-09-07,C00595,东北,美妆个护,洗发水,2,134.17,268.34,银行卡,False,5.0
ORD001242,2024-01-07,C00024,华南,食品饮料,坚果礼盒,1,212.89,212.89,支付宝,False,4.3
ORD001243,2025-08-11,C00417,华北,电子产品,智能手机,4,4399.24,17596.95,微信支付,False,3.6
ORD001244,2024-06-27,C00353,华中,服装,男士夹克,4,662.77,2651.08,微信支付,False,5.0
ORD001245,2024-05-24,C00073,华南,美妆个护,口红,1,241.55,241.55,微信支付,False,4.5
ORD001246,2025-02-19,C00515,华南,食品饮料,咖啡豆,3,136.88,410.65,银行卡,False,4.5
ORD001247,2025-10-27,C00030,华南,美妆个护,口红,1,283.02,283.02,支付宝,True,3.6
ORD001248,2024-04-30,C00450,西南,电子产品,蓝牙耳机,3,767.17,2301.51,银行卡,False,2.3
ORD001249,2024-05-03,C00480,西南,家居用品,电饭煲,2,453.03,906.06,银行卡,False,3.6
ORD001250,2024-05-29,C00457,华南,服装,女士连衣裙,4,549.62,2198.5,微信支付,False,3.5
ORD001251,2025-01-31,C00027,华南,电子产品,蓝牙耳机,4,816.52,3266.09,支付宝,False,3.8
ORD001252,2025-01-15,C00356,华东,家居用品,电饭煲,2,471.15,942.31,银行卡,False,3.6
ORD001253,2024-01-01,C00019,华东,服装,运动鞋,2,564.83,1129.65,微信支付,False,4.4
ORD001254,2025-11-03,C00528,华北,电子产品,智能手机,4,4262.77,17051.06,银行卡,False,5.0
ORD001255,2024-08-31,C00270,华南,电子产品,蓝牙耳机,2,855.82,1711.64,银行卡,False,5.0
ORD001256,2025-02-01,C00559,西南,电子产品,笔记本电脑,1,6259.81,6259.81,支付宝,False,5.0
ORD001257,2024-09-07,C00146,华北,食品饮料,坚果礼盒,1,207.75,207.75,微信支付,False,3.6
ORD001258,2025-07-29,C00542,东北,家居用品,电饭煲,3,468.3,1404.9,微信支付,False,4.3
ORD001259,2024-10-25,C00149,华东,电子产品,笔记本电脑,3,6452.67,19358.01,银行卡,False,5.0
ORD001260,2024-10-23,C00560,东北,服装,运动鞋,3,618.93,1856.78,支付宝,False,3.0
ORD001261,2025-05-14,C00183,华东,电子产品,笔记本电脑,1,6291.4,6291.4,支付宝,False,5.0
ORD001262,2024-04-24,C00042,华北,美妆个护,口红,4,245.26,981.03,银行卡,False,3.5
ORD001263,2024-01-01,C00165,华北,家居用品,电饭煲,3,493.62,1480.86,支付宝,False,4.5
ORD001264,2025-07-06,C00094,华南,美妆个护,洗发水,1,117.89,117.89,微信支付,True,4.6
ORD001265,2025-11-15,C00214,华东,服装,男士夹克,4,761.12,3044.49,支付宝,True,4.5
ORD001266,2025-08-22,C00188,华东,食品饮料,气泡水,2,82.68,165.37,微信支付,False,5.0
ORD001267,2025-04-26,C00088,西南,电子产品,笔记本电脑,1,7582.77,7582.77,微信支付,False,4.1
ORD001268,2025-09-01,C00458,华南,电子产品,智能手机,2,4968.26,9936.52,支付宝,False,3.0
ORD001269,2025-08-22,C00472,东北,食品饮料,咖啡豆,3,163.72,491.17,货到付款,False,4.6
ORD001270,2025-05-24,C00054,华南,电子产品,笔记本电脑,4,6645.93,26583.73,支付宝,False,4.2
ORD001271,2024-11-30,C00372,东北,食品饮料,气泡水,1,99.51,99.51,支付宝,False,4.7
ORD001272,2025-04-09,C00517,华东,家居用品,空气净化器,3,1134.84,3404.52,微信支付,False,5.0
ORD001273,2024-05-20,C00365,华东,食品饮料,气泡水,3,83.8,251.4,微信支付,False,4.3
ORD001274,2025-08-05,C00037,华南,美妆个护,口红,4,236.92,947.69,支付宝,False,4.6
ORD001275,2024-05-16,C00119,华中,美妆个护,护肤套装,2,1021.34,2042.69,支付宝,False,4.4
ORD001276,2025-09-02,C00409,华北,家居用品,电饭煲,3,488.5,1465.5,银行卡,False,5.0
ORD001277,2025-10-24,C00363,华东,家居用品,智能台灯,4,338.82,1355.29,支付宝,False,4.0
ORD001278,2025-11-17,C00369,华东,美妆个护,洗发水,4,116.18,464.71,支付宝,True,3.8
ORD001279,2024-06-15,C00153,华南,食品饮料,坚果礼盒,1,225.38,225.38,微信支付,False,5.0
ORD001280,2024-12-08,C00323,华北,电子产品,蓝牙耳机,3,900.79,2702.36,支付宝,False,3.6
ORD001281,2025-02-13,C00294,华南,服装,男士夹克,2,791.64,1583.29,支付宝,False,4.6
ORD001282,2024-03-05,C00480,西南,电子产品,智能手机,2,4608.17,9216.35,支付宝,False,4.2
ORD001283,2025-08-03,C00478,华北,美妆个护,洗发水,3,133.98,401.94,支付宝,False,4.2
ORD001284,2024-03-07,C00448,华中,电子产品,蓝牙耳机,2,910.15,1820.31,支付宝,False,5.0
ORD001285,2025-03-08,C00130,华北,服装,女士连衣裙,4,539.63,2158.54,支付宝,False,5.0
ORD001286,2024-02-19,C00342,华南,服装,女士连衣裙,4,552.6,2210.38,微信支付,False,5.0
ORD001287,2024-11-09,C00267,东北,美妆个护,洗发水,3,129.58,388.73,微信支付,False,4.7
